agreeableness,extraversion,neuroticism,education,age
2.75,5.4,5.0,3,28
4.2,4.4,3.4,3,20
3.2,3.0,3.8,NA,17
2.8,1.8,5.4,NA,16
4.6,4.2,4.6,NA,16
2.2,1.6,5.6,NA,17
3.4,4.2,3.0,NA,18
4.0,5.0,5.25,NA,17
4.2,3.5,4.2,NA,17
4.2,3.2,4.0,NA,12
1.8,5.2,3.0,NA,12
3.4,4.0,3.8,NA,12
5.0,5.2,3.2,NA,12
4.0,3.8,4.0,NA,12
2.6,5.0,1.8,NA,12
4.0,2.5,3.6,NA,13
5.0,4.4,3.6,4,24
6.0,5.4,1.6,5,22
3.6,1.6,3.2,1,19
4.4,3.4,5.0,3,44
3.4,2.2,2.6,5,29
4.6,3.4,4.6,4,23
3.4,3.8,2.2,3,25
4.8,5.0,1.4,3,57
4.8,3.2,3.2,3,19
4.8,4.4,4.0,4,26
3.2,3.2,2.6,3,19
2.8,2.0,1.8,4,34
4.8,2.8,2.8,3,19
3.4,4.6,2.2,3,38
4.8,5.0,3.2,3,20
4.6,4.8,2.6,2,22
4.4,4.4,3.6,3,25
4.4,2.0,3.2,5,33
5.2,5.8,1.2,3,38
5.4,5.2,4.6,5,19
5.2,3.6,3.8,5,35
4.666666666666667,5.0,5.0,NA,11
2.4,3.8,1.6,NA,12
5.0,4.6,3.4,NA,12
2.8,3.6,3.6,NA,12
5.6,3.8,3.2,NA,12
3.8,3.8,2.2,5,40
3.6,4.4,3.8,NA,12
2.6,4.6,1.8,NA,12
5.2,4.0,5.2,NA,12
4.6,4.8,2.0,NA,12
5.8,5.0,1.4,4,42
5.6,5.8,3.2,5,27
4.2,3.4,2.2,4,31
4.4,4.4,1.0,3,24
5.2,4.0,4.0,5,44
2.8,4.2,5.0,2,37
4.8,5.2,1.0,2,33
5.0,3.0,2.0,3,26
5.8,4.8,3.2,3,33
4.8,5.2,3.6,3,26
5.4,5.8,2.0,4,46
6.0,4.6,3.2,4,19
5.2,4.0,4.6,3,22
4.0,4.2,1.8,NA,16
2.2,2.0,2.4,2,28
6.0,6.0,5.2,4,29
4.6,3.6,4.2,5,31
4.6,3.8,4.2,3,18
5.0,3.0,4.8,3,29
4.6,4.0,3.2,2,20
3.4,3.6,3.0,2,22
5.6,5.4,2.6,5,45
3.6,3.4,2.6,1,19
6.0,6.0,1.6,3,39
2.6,2.4,3.0,3,21
4.2,2.4,4.0,5,46
4.8,5.8,3.0,NA,17
5.4,6.0,4.2,4,34
5.0,4.4,3.6,1,24
3.75,4.0,2.6,4,49
5.6,4.4,2.2,3,20
5.0,4.8,2.2,5,43
5.8,5.2,1.6,2,38
5.2,4.6,1.2,4,51
2.8,1.2,4.0,2,20
1.6,1.2,2.4,4,27
5.0,3.0,2.8,5,23
5.25,5.6,2.8,5,57
4.2,3.0,4.8,5,27
5.2,5.2,1.0,3,25
3.4,2.2,3.0,3,23
3.4,2.6,4.2,3,38
4.2,4.8,4.6,3,18
5.2,5.8,2.6,4,25
4.4,1.8,4.0,3,19
6.0,6.0,1.0,2,27
4.4,2.8,2.4,5,25
5.6,4.6,3.2,3,22
4.5,5.0,4.333333333333333,3,22
5.0,4.8,4.4,3,22
5.0,4.8,4.4,3,22
3.4,2.6,5.0,NA,15
5.4,4.8,3.5,4,33
4.4,4.2,3.0,NA,15
4.4,3.6,4.0,NA,15
5.0,4.0,2.6,3,48
5.2,5.2,1.2,4,28
4.4,4.4,3.4,3,20
4.8,4.2,1.0,2,54
4.2,2.8,2.2,3,22
4.2,3.4,4.4,1,23
4.8,2.4,4.0,NA,16
4.2,3.6,5.2,2,32
3.8,1.4,2.5,4,46
4.8,4.6,3.8,3,22
5.2,2.6,4.2,3,23
5.2,5.0,3.0,5,40
2.2,3.8,3.0,2,22
5.6,4.0,5.8,3,56
3.8,3.2,4.0,1,43
3.0,6.0,2.75,NA,12
4.4,5.4,3.4,4,28
5.2,4.0,3.6,1,17
3.8,2.8,4.0,5,43
4.8,5.2,2.6,3,19
4.6,4.0,2.6,5,25
4.8,3.2,2.0,3,22
4.2,5.0,5.4,2,39
2.4,2.0,4.4,3,38
4.2,3.6,5.4,NA,16
4.8,4.8,2.0,5,25
2.6,3.6,4.0,5,36
4.8,4.4,4.6,2,38
3.8,4.6,3.8,3,18
4.8,2.8,2.8,4,47
3.8,4.4,2.0,1,40
4.6,3.8,1.6,3,21
4.4,3.8,2.2,NA,16
5.4,4.2,4.4,3,25
3.4,3.8,1.8,1,17
5.2,4.8,3.8,3,41
5.2,6.0,4.2,4,52
5.8,3.6,1.8,5,28
6.0,5.0,4.4,5,26
2.6,1.2,3.4,3,26
5.8,4.4,2.5,3,21
3.8,2.4,3.0,NA,17
4.8,4.0,6.0,3,22
4.0,3.2,3.6,1,17
5.0,4.2,3.2,4,23
4.8,4.8,2.0,4,35
1.6,2.6,2.0,3,29
5.0,4.4,3.2,4,33
4.8,2.4,1.0,3,21
5.0,3.6,3.0,2,42
4.4,2.8,4.0,NA,14
4.4,4.4,4.2,4,31
4.2,3.4,4.2,4,37
4.75,5.0,3.6,2,43
5.0,4.4,1.8,4,26
3.8,2.6,3.8,3,25
4.0,1.2,5.4,1,18
3.4,4.2,3.8,2,19
5.0,3.4,4.0,2,33
5.4,3.8,4.4,4,23
4.2,3.4,4.8,3,31
4.6,3.4,2.2,NA,16
4.0,4.0,1.4,3,23
4.2,4.0,3.4,3,25
5.6,4.2,1.0,3,20
4.2,2.2,4.2,3,25
4.0,4.2,5.2,1,45
5.0,3.8,2.2,3,26
6.0,6.0,1.0,2,36
6.0,4.8,1.4,3,32
3.6,4.0,5.0,3,24
5.0,5.0,2.2,4,30
5.0,1.0,3.0,4,47
5.4,5.2,3.2,3,22
4.666666666666667,5.5,4.0,1,21
5.6,5.4,4.0,1,21
4.6,2.6,2.0,5,40
5.6,5.8,4.0,3,24
4.6,3.2,3.2,3,47
5.6,5.2,2.4,2,29
5.0,4.4,2.75,5,28
4.0,4.8,3.0,5,33
4.4,3.0,3.4,3,23
3.0,3.4,4.8,3,22
4.6,4.6,4.2,3,22
3.0,2.4,5.4,4,24
4.0,4.4,3.8,NA,15
2.2,5.0,1.0,3,19
4.2,4.2,2.75,4,27
4.0,5.0,2.8,4,29
2.8,4.6,4.2,4,31
3.0,2.6,1.4,4,50
